,0,classification,language,vowel,file
78,0.3525354564189911,u,BR,i,BR46
79,0.10423197299242015,ʊ,BR,i,BR46
80,0.7276605188846588,i,BR,i,BR47
81,0.13418305218219756,ɪ,BR,i,BR47
82,0.046353056654334035,eɪ,BR,i,BR47
83,0.014042499195784288,ɛ,BR,i,BR47
84,0.00774724404327567,æ,BR,i,BR47
85,0.004472812218591531,ɑ,BR,i,BR47
86,0.00984625658020372,ʌ,BR,i,BR47
87,0.00418623744044448,oʊ,BR,i,BR47
88,0.03625496421009296,u,BR,i,BR47
89,0.015253338217735241,ʊ,BR,i,BR47
90,0.27070116698741914,i,BR,i,BR496
91,0.03895838074386114,ɪ,BR,i,BR496
92,0.00546779257711018,eɪ,BR,i,BR496
93,0.0029068826232105096,ɛ,BR,i,BR496
94,0.00037916535802648,æ,BR,i,BR496
95,0.00148100631777191,ɑ,BR,i,BR496
96,0.009821086050942491,ʌ,BR,i,BR496
97,0.01425499394536014,oʊ,BR,i,BR496
98,0.542249196767807,u,BR,i,BR496
99,0.11378029957413668,ʊ,BR,i,BR496
100,0.7057978332042694,i,BR,i,BR741
101,0.14966380000114438,ɪ,BR,i,BR741
102,0.02831645701080555,eɪ,BR,i,BR741
103,0.013165597058832598,ɛ,BR,i,BR741
104,0.00043016123236153,æ,BR,i,BR741
105,0.00024331696404255,ɑ,BR,i,BR741
106,0.00442976637277747,ʌ,BR,i,BR741
107,0.0020637132460251,oʊ,BR,i,BR741
108,0.07604177296161647,u,BR,i,BR741
109,0.01984758302569385,ʊ,BR,i,BR741
110,0.6566032528877258,i,BR,i,BR742
111,0.1376096092164516,ɪ,BR,i,BR742
112,0.10733830258250235,eɪ,BR,i,BR742
113,0.020478606689721297,ɛ,BR,i,BR742
114,0.01201263903640205,æ,BR,i,BR742
115,0.00522844840306785,ɑ,BR,i,BR742
116,0.011393189337104492,ʌ,BR,i,BR742
117,0.005223426199518081,oʊ,BR,i,BR742
118,0.028055808879435012,u,BR,i,BR742
119,0.016056697815656627,ʊ,BR,i,BR742
120,0.6846012830734253,i,BR,i,BR757
121,0.11160319596529003,ɪ,BR,i,BR757
122,0.10402391999959941,eɪ,BR,i,BR757
123,0.014165603928267911,ɛ,BR,i,BR757
124,0.0050217541167512005,æ,BR,i,BR757
125,0.0020819968893192203,ɑ,BR,i,BR757
126,0.006120959296822511,ʌ,BR,i,BR757
127,0.0063544331118464,oʊ,BR,i,BR757
128,0.046024646610021556,u,BR,i,BR757
129,0.020002193190157357,ʊ,BR,i,BR757
130,0.6545884191989899,i,BR,i,BR796
131,0.13045657798647878,ɪ,BR,i,BR796
132,0.09314654320478437,eɪ,BR,i,BR796
133,0.02454318795353169,ɛ,BR,i,BR796
134,0.009040303714573341,æ,BR,i,BR796
135,0.00380161840002979,ɑ,BR,i,BR796
136,0.00949540412984784,ʌ,BR,i,BR796
137,0.007772051542997311,oʊ,BR,i,BR796
138,0.0480622440576553,u,BR,i,BR796
139,0.0190936423838138,ʊ,BR,i,BR796
140,0.6848179340362549,i,BR,i,BR99
141,0.07338325306773182,ɪ,BR,i,BR99
142,0.11371485143899913,eɪ,BR,i,BR99
143,0.023305963538587042,ɛ,BR,i,BR99
144,0.014398148097097833,æ,BR,i,BR99
145,0.00967065170407292,ɑ,BR,i,BR99
146,0.013123144023120351,ʌ,BR,i,BR99
147,0.01315971976146097,oʊ,BR,i,BR99
148,0.03828985877335068,u,BR,i,BR99
149,0.01613646047189827,ʊ,BR,i,BR99
150,0.6357776939868927,i,BR,i,BR992
151,0.1206324994564056,ɪ,BR,i,BR992
152,0.08062306307256219,eɪ,BR,i,BR992
153,0.013397847954183782,ɛ,BR,i,BR992
154,0.00567172348964953,æ,BR,i,BR992
155,0.0034178647212683494,ɑ,BR,i,BR992
156,0.008628266537561949,ʌ,BR,i,BR992
157,0.012309904955327461,oʊ,BR,i,BR992
158,0.08511343374848361,u,BR,i,BR992
159,0.03442769031971689,ʊ,BR,i,BR992
160,0.6314296811819077,i,BR,ĩ,BR1025
161,0.0793572753667831,ɪ,BR,ĩ,BR1025
162,0.08808457627892492,eɪ,BR,ĩ,BR1025
163,0.028571739047765683,ɛ,BR,ĩ,BR1025
164,0.027991704177111325,æ,BR,ĩ,BR1025
165,0.02173625165596599,ɑ,BR,ĩ,BR1025
166,0.021984226349741193,ʌ,BR,ĩ,BR1025
167,0.02554764654487366,oʊ,BR,ĩ,BR1025
168,0.05349496379494663,u,BR,ĩ,BR1025
169,0.0218019057065248,ʊ,BR,ĩ,BR1025
170,0.7330268204212189,i,BR,ĩ,BR1029
171,0.08388207107782361,ɪ,BR,ĩ,BR1029
172,0.1063279695808887,eɪ,BR,ĩ,BR1029
173,0.0203313877806067,ɛ,BR,ĩ,BR1029
174,0.004774445202201561,æ,BR,ĩ,BR1029
175,0.00145059739006678,ɑ,BR,ĩ,BR1029
176,0.005674714269116481,ʌ,BR,ĩ,BR1029
177,0.00417856380809093,oʊ,BR,ĩ,BR1029
178,0.030831685103476014,u,BR,ĩ,BR1029
179,0.00952177741564805,ʊ,BR,ĩ,BR1029
180,0.6535776138305665,i,BR,ĩ,BR154
181,0.05342319793999188,ɪ,BR,ĩ,BR154
182,0.03754490520805114,eɪ,BR,ĩ,BR154
183,0.01273129032924766,ɛ,BR,ĩ,BR154
184,0.00906485961750145,æ,BR,ĩ,BR154
185,0.011627721879631231,ɑ,BR,ĩ,BR154
186,0.02248173262923951,ʌ,BR,ĩ,BR154
187,0.03228564765304322,oʊ,BR,ĩ,BR154
188,0.12485439181327815,u,BR,ĩ,BR154
189,0.04240865129977461,ʊ,BR,ĩ,BR154
190,0.726447057723999,i,BR,ĩ,BR158
191,0.07722879350185391,ɪ,BR,ĩ,BR158
192,0.07777768298983569,eɪ,BR,ĩ,BR158
193,0.02656863499432797,ɛ,BR,ĩ,BR158
194,0.00863002934493121,æ,BR,ĩ,BR158
195,0.006049936264753281,ɑ,BR,ĩ,BR158
196,0.01564072798937554,ʌ,BR,ĩ,BR158
197,0.009748926013708059,oʊ,BR,ĩ,BR158
198,0.0381626226007938,u,BR,ĩ,BR158
199,0.01374555472284551,ʊ,BR,ĩ,BR158
200,0.7565716862678528,i,BR,ĩ,BR159
201,0.036446544155478426,ɪ,BR,ĩ,BR159
202,0.06358361206948751,eɪ,BR,ĩ,BR159
203,0.01587335206568236,ɛ,BR,ĩ,BR159
204,0.02081248648464676,æ,BR,ĩ,BR159
205,0.02107494734227651,ɑ,BR,ĩ,BR159
206,0.016091091092675883,ʌ,BR,ĩ,BR159
207,0.01967345876619215,oʊ,BR,ĩ,BR159
208,0.037491431832313495,u,BR,ĩ,BR159
209,0.012381368782371229,ʊ,BR,ĩ,BR159
210,0.2216329112648964,i,BR,ĩ,BR264
211,0.20694489628076554,ɪ,BR,ĩ,BR264
212,0.3202491268515587,eɪ,BR,ĩ,BR264
213,0.12075955420732491,ɛ,BR,ĩ,BR264
214,0.03230741694569585,æ,BR,ĩ,BR264
215,0.00735182142816479,ɑ,BR,ĩ,BR264
216,0.022891084849834393,ʌ,BR,ĩ,BR264
217,0.013889699149876788,oʊ,BR,ĩ,BR264
218,0.03113491497933859,u,BR,ĩ,BR264
219,0.022838566638529248,ʊ,BR,ĩ,BR264
220,0.15376032814383506,i,BR,ĩ,BR411
221,0.0297084759920835,ɪ,BR,ĩ,BR411
222,0.005831409408710831,eɪ,BR,ĩ,BR411
223,0.00534716625697907,ɛ,BR,ĩ,BR411
224,0.00026467958086863003,æ,BR,ĩ,BR411
225,0.0007568447152152098,ɑ,BR,ĩ,BR411
226,0.01077184285968538,ʌ,BR,ĩ,BR411
227,0.019166682194918353,oʊ,BR,ĩ,BR411
228,0.6074576497077941,u,BR,ĩ,BR411
229,0.1669349357485771,ʊ,BR,ĩ,BR411
230,0.22232596576213837,i,BR,ĩ,BR417
231,0.03537705838680263,ɪ,BR,ĩ,BR417
232,0.004321838403120599,eɪ,BR,ĩ,BR417
233,0.00326477878261353,ɛ,BR,ĩ,BR417
234,0.00047900578065303,æ,BR,ĩ,BR417
235,0.0032337215030565497,ɑ,BR,ĩ,BR417
236,0.018718814849853473,ʌ,BR,ĩ,BR417
237,0.027922161109745446,oʊ,BR,ĩ,BR417
238,0.5601726174354553,u,BR,ĩ,BR417
239,0.12418400496244426,ʊ,BR,ĩ,BR417
240,0.6773113965988159,i,BR,ĩ,BR504
241,0.06340062767267224,ɪ,BR,ĩ,BR504
242,0.06054222807288166,eɪ,BR,ĩ,BR504
243,0.022248758561909138,ɛ,BR,ĩ,BR504
244,0.027466052025556527,æ,BR,ĩ,BR504
245,0.02251306343823667,ɑ,BR,ĩ,BR504
246,0.018781564012169783,ʌ,BR,ĩ,BR504
247,0.025146343465894404,oʊ,BR,ĩ,BR504
248,0.060634464025497395,u,BR,ĩ,BR504
249,0.02195548997260624,ʊ,BR,ĩ,BR504
250,0.7768381774425507,i,BR,ĩ,BR510
251,0.03635625187307591,ɪ,BR,ĩ,BR510
252,0.02015927126631136,eɪ,BR,ĩ,BR510
253,0.00405395159032191,ɛ,BR,ĩ,BR510
254,0.00091117490082974,æ,BR,ĩ,BR510
255,0.0016979025094769399,ɑ,BR,ĩ,BR510
256,0.00519048892892892,ʌ,BR,ĩ,BR510
257,0.00809180606156583,oʊ,BR,ĩ,BR510
258,0.12280920445919033,u,BR,ĩ,BR510
259,0.02389172483235593,ʊ,BR,ĩ,BR510
260,0.38696139454841616,i,BR,ĩ,BR559
261,0.19759311825037001,ɪ,BR,ĩ,BR559
262,0.05070466101169583,eɪ,BR,ĩ,BR559
263,0.06836190223693844,ɛ,BR,ĩ,BR559
264,0.03309989860281344,æ,BR,ĩ,BR559
265,0.01803056113421912,ɑ,BR,ĩ,BR559
266,0.06025868840515608,ʌ,BR,ĩ,BR559
267,0.019410615507513242,oʊ,BR,ĩ,BR559
268,0.11037018597126003,u,BR,ĩ,BR559
269,0.05520898737013337,ʊ,BR,ĩ,BR559
270,0.3773327171802521,i,BR,ĩ,BR648
271,0.15739008784294126,ɪ,BR,ĩ,BR648
272,0.04526108726859088,eɪ,BR,ĩ,BR648
273,0.02172263879328961,ɛ,BR,ĩ,BR648
274,0.011204200237989358,æ,BR,ĩ,BR648
275,0.014920109044760418,ɑ,BR,ĩ,BR648
276,0.03519246112555259,ʌ,BR,ĩ,BR648
277,0.04662465061992403,oʊ,BR,ĩ,BR648
278,0.2026249423623085,u,BR,ĩ,BR648
279,0.08772712722420688,ʊ,BR,ĩ,BR648
280,0.7504038870334625,i,BR,ĩ,BR687
281,0.07618312612175936,ɪ,BR,ĩ,BR687
282,0.04915388375520701,eɪ,BR,ĩ,BR687
283,0.01172897433862084,ɛ,BR,ĩ,BR687
284,0.004145623976364669,æ,BR,ĩ,BR687
285,0.00310099176131184,ɑ,BR,ĩ,BR687
286,0.009183237142860842,ʌ,BR,ĩ,BR687
287,0.009035722957923981,oʊ,BR,ĩ,BR687
288,0.0668970994651317,u,BR,ĩ,BR687
289,0.020167422387748893,ʊ,BR,ĩ,BR687
290,0.573584008216858,i,BR,ĩ,BR848
291,0.15095331370830534,ɪ,BR,ĩ,BR848
292,0.07074789181351657,eɪ,BR,ĩ,BR848
293,0.012178367935121,ɛ,BR,ĩ,BR848
294,0.0018102015019393902,æ,BR,ĩ,BR848
295,0.00223605333594601,ɑ,BR,ĩ,BR848
296,0.00786558073014016,ʌ,BR,ĩ,BR848
297,0.014364133402705148,oʊ,BR,ĩ,BR848
298,0.12552601322531698,u,BR,ĩ,BR848
299,0.04073442406952378,ʊ,BR,ĩ,BR848
300,0.47761063277721405,i,BR,ĩ,BR850
301,0.1605409361422062,ɪ,BR,ĩ,BR850
302,0.07206704989075659,eɪ,BR,ĩ,BR850
303,0.01762947915121909,ɛ,BR,ĩ,BR850
304,0.00830908743664616,æ,BR,ĩ,BR850
305,0.01063955258578057,ɑ,BR,ĩ,BR850
306,0.018280516192316958,ʌ,BR,ĩ,BR850
307,0.03218214176595207,oʊ,BR,ĩ,BR850
308,0.1404289036989212,u,BR,ĩ,BR850
309,0.062311687320470766,ʊ,BR,ĩ,BR850
310,0.7954376041889191,i,BR,ĩ,BR880
311,0.06098223887383934,ɪ,BR,ĩ,BR880
312,0.07149485982954497,eɪ,BR,ĩ,BR880
313,0.014468982443213402,ɛ,BR,ĩ,BR880
314,0.008425454329699229,æ,BR,ĩ,BR880
315,0.0036633756477385303,ɑ,BR,ĩ,BR880
316,0.00636390438303346,ʌ,BR,ĩ,BR880
317,0.0050105155911296,oʊ,BR,ĩ,BR880
318,0.026823804713785586,u,BR,ĩ,BR880
319,0.007329283654689739,ʊ,BR,ĩ,BR880
320,0.07958507053554056,i,BR,e,BR1014
321,0.40216824114322663,ɪ,BR,e,BR1014
322,0.08852040693163869,eɪ,BR,e,BR1014
323,0.1315497979521751,ɛ,BR,e,BR1014
324,0.014360688533633922,æ,BR,e,BR1014
325,0.007801626389846149,ɑ,BR,e,BR1014
326,0.03946723137050863,ʌ,BR,e,BR1014
327,0.03231477178633206,oʊ,BR,e,BR1014
328,0.09758573547005651,u,BR,e,BR1014
329,0.10664642304182048,ʊ,BR,e,BR1014
330,0.01793745439499611,i,BR,e,BR283
331,0.28587567508220674,ɪ,BR,e,BR283
332,0.06533957310020921,eɪ,BR,e,BR283
333,0.34176414608955386,ɛ,BR,e,BR283
334,0.01154349790886039,æ,BR,e,BR283
335,0.0033973663346841404,ɑ,BR,e,BR283
336,0.08781246095895764,ʌ,BR,e,BR283
337,0.015371207334101172,oʊ,BR,e,BR283
338,0.053018175065517384,u,BR,e,BR283
339,0.1179404571652412,ʊ,BR,e,BR283
340,0.1129073344171047,i,BR,e,BR288
341,0.24245167076587673,ɪ,BR,e,BR288
342,0.03518087770789857,eɪ,BR,e,BR288
343,0.09289227761328218,ɛ,BR,e,BR288
344,0.00292940894141787,æ,BR,e,BR288
345,0.00360325083602216,ɑ,BR,e,BR288
346,0.0314671272411942,ʌ,BR,e,BR288
347,0.0316648198291659,oʊ,BR,e,BR288
348,0.2674875229597092,u,BR,e,BR288
349,0.17941568195819851,ʊ,BR,e,BR288
350,0.2563110113143921,i,BR,e,BR320
351,0.3816531926393509,ɪ,BR,e,BR320
352,0.1590151011943817,eɪ,BR,e,BR320
353,0.07164514213800424,ɛ,BR,e,BR320
354,0.00967470216564829,æ,BR,e,BR320
355,0.00337288760347286,ɑ,BR,e,BR320
356,0.015122753754258108,ʌ,BR,e,BR320
357,0.009393499093130189,oʊ,BR,e,BR320
358,0.054811153560876805,u,BR,e,BR320
359,0.03900057617574927,ʊ,BR,e,BR320
360,0.34190114587545395,i,BR,e,BR323
361,0.28737353831529616,ɪ,BR,e,BR323
362,0.26844398081302645,eɪ,BR,e,BR323
363,0.05322585031390187,ɛ,BR,e,BR323
364,0.0062888168729841295,æ,BR,e,BR323
365,0.0009660920593887202,ɑ,BR,e,BR323
366,0.00490194656886156,ʌ,BR,e,BR323
367,0.00305424805264915,oʊ,BR,e,BR323
368,0.020591248571872667,u,BR,e,BR323
369,0.01325317155569786,ʊ,BR,e,BR323
370,0.35166439712047576,i,BR,e,BR489
371,0.30190778970718385,ɪ,BR,e,BR489
372,0.14304971322417256,eɪ,BR,e,BR489
373,0.06614048704504961,ɛ,BR,e,BR489
374,0.01240763752721245,æ,BR,e,BR489
375,0.00388246128568421,ɑ,BR,e,BR489
376,0.01545881656929846,ʌ,BR,e,BR489
377,0.012392731849104121,oʊ,BR,e,BR489
378,0.05784990265965456,u,BR,e,BR489
379,0.035246091522276354,ʊ,BR,e,BR489
380,0.0889657579362392,i,BR,e,BR490
381,0.3384095072746277,ɪ,BR,e,BR490
382,0.024548563547432373,eɪ,BR,e,BR490
383,0.09007029011845583,ɛ,BR,e,BR490
384,0.020496714860200833,æ,BR,e,BR490
385,0.01996381077915425,ɑ,BR,e,BR490
386,0.08965396806597706,ʌ,BR,e,BR490
387,0.032815846055746035,oʊ,BR,e,BR490
388,0.17249171286821363,u,BR,e,BR490
389,0.12258380949497219,ʊ,BR,e,BR490
390,0.11558497175574298,i,BR,e,BR636
391,0.5674216687679291,ɪ,BR,e,BR636
392,0.02765250094234938,eɪ,BR,e,BR636
393,0.08479590490460394,ɛ,BR,e,BR636
394,0.0012547812541014998,æ,BR,e,BR636
395,0.0008533837855793201,ɑ,BR,e,BR636
396,0.036037249490618664,ʌ,BR,e,BR636
397,0.00244424893753598,oʊ,BR,e,BR636
398,0.09537689164280884,u,BR,e,BR636
399,0.06857837997376913,ʊ,BR,e,BR636
400,0.18079723268747327,i,BR,e,BR637
401,0.46145635545253755,ɪ,BR,e,BR637
402,0.028754855133593042,eɪ,BR,e,BR637
403,0.0860089555382728,ɛ,BR,e,BR637
404,0.00748895322903984,æ,BR,e,BR637
405,0.00413475644309069,ɑ,BR,e,BR637
406,0.030877235904335932,ʌ,BR,e,BR637
407,0.00956415664404626,oʊ,BR,e,BR637
408,0.12208972424268719,u,BR,e,BR637
409,0.06882780082523818,ʊ,BR,e,BR637
410,0.3678629517555237,i,BR,e,BR751
411,0.16497936993837353,ɪ,BR,e,BR751
412,0.20665197670459742,eɪ,BR,e,BR751
413,0.07020026370882984,ɛ,BR,e,BR751
414,0.03172250017523761,æ,BR,e,BR751
415,0.01170333391055459,ɑ,BR,e,BR751
416,0.02852541580796238,ʌ,BR,e,BR751
417,0.022781922109425024,oʊ,BR,e,BR751
418,0.055498657375574044,u,BR,e,BR751
419,0.04007362425327295,ʊ,BR,e,BR751
420,0.4779413461685181,i,BR,e,BR81
421,0.2198115855455398,ɪ,BR,e,BR81
422,0.16688109934329984,eɪ,BR,e,BR81
423,0.05689201056957238,ɛ,BR,e,BR81
424,0.015645212400704572,æ,BR,e,BR81
425,0.00365974081214512,ɑ,BR,e,BR81
426,0.01621630704030388,ʌ,BR,e,BR81
427,0.00511041553691024,oʊ,BR,e,BR81
428,0.022358109429478593,u,BR,e,BR81
429,0.015484139695763541,ʊ,BR,e,BR81
430,0.3473952293395996,i,BR,e,BR815
431,0.30757624506950376,ɪ,BR,e,BR815
432,0.10611395388841624,eɪ,BR,e,BR815
433,0.05977927409112449,ɛ,BR,e,BR815
434,0.00837783538736396,æ,BR,e,BR815
435,0.003928809030912779,ɑ,BR,e,BR815
436,0.02077672500163311,ʌ,BR,e,BR815
437,0.01176870949566359,oʊ,BR,e,BR815
438,0.08715780377387997,u,BR,e,BR815
439,0.04712540358304974,ʊ,BR,e,BR815
440,0.582260736823082,i,BR,e,BR818
441,0.22590337693691254,ɪ,BR,e,BR818
442,0.1224216468632221,eɪ,BR,e,BR818
443,0.028326689265668354,ɛ,BR,e,BR818
444,0.0029125917237251405,æ,BR,e,BR818
445,0.0005927419348153701,ɑ,BR,e,BR818
446,0.00555447624064978,ʌ,BR,e,BR818
447,0.0013467689510434301,oʊ,BR,e,BR818
448,0.01981012644246216,u,BR,e,BR818
449,0.010870845895260542,ʊ,BR,e,BR818
450,0.18509947061538695,i,BR,e,BR82
451,0.23313575685024263,ɪ,BR,e,BR82
452,0.26823134571313856,eɪ,BR,e,BR82
453,0.22165132015943523,ɛ,BR,e,BR82
454,0.026433600857853838,æ,BR,e,BR82
455,0.0033063833718187602,ɑ,BR,e,BR82
456,0.01772860009223219,ʌ,BR,e,BR82
457,0.00700014694593841,oʊ,BR,e,BR82
458,0.02155362479388708,u,BR,e,BR82
459,0.01585974553599949,ʊ,BR,e,BR82
460,0.08177208825945852,i,BR,e,BR931
461,0.4423853486776352,ɪ,BR,e,BR931
462,0.044727759435772854,eɪ,BR,e,BR931
463,0.11613824591040608,ɛ,BR,e,BR931
464,0.020963959395885412,æ,BR,e,BR931
465,0.008465513540431801,ɑ,BR,e,BR931
466,0.05713392496109003,ʌ,BR,e,BR931
467,0.01983517035841937,oʊ,BR,e,BR931
468,0.10274145230650893,u,BR,e,BR931
469,0.10583654269576068,ʊ,BR,e,BR931
470,0.31244118213653566,i,BR,e,BR935
471,0.3732838198542595,ɪ,BR,e,BR935
472,0.04098370559513564,eɪ,BR,e,BR935
473,0.06291645839810367,ɛ,BR,e,BR935
474,0.008629740122705641,æ,BR,e,BR935
475,0.004486614395864249,ɑ,BR,e,BR935
476,0.01927060382440681,ʌ,BR,e,BR935
477,0.01183725320734079,oʊ,BR,e,BR935
478,0.11743377372622485,u,BR,e,BR935
479,0.04871684331446883,ʊ,BR,e,BR935
480,0.0589845966547727,i,BR,ẽ,BR1023
481,0.15149738267064092,ɪ,BR,ẽ,BR1023
482,0.07984856851398939,eɪ,BR,ẽ,BR1023
483,0.18331816792488095,ɛ,BR,ẽ,BR1023
484,0.3234048128128052,æ,BR,ẽ,BR1023
485,0.050095770880579905,ɑ,BR,ẽ,BR1023
486,0.08295125849544996,ʌ,BR,ẽ,BR1023
487,0.02031400837004181,oʊ,BR,ẽ,BR1023
488,0.02054245341569178,u,BR,ẽ,BR1023
489,0.029042986966669522,ʊ,BR,ẽ,BR1023
490,0.015183223877102104,i,BR,ẽ,BR142
491,0.037491973489522885,ɪ,BR,ẽ,BR142
492,0.049770813062787,eɪ,BR,ẽ,BR142
493,0.12513054758310313,ɛ,BR,ẽ,BR142
494,0.647611677646637,æ,BR,ẽ,BR142
495,0.06135245002806183,ɑ,BR,ẽ,BR142
496,0.043131618574261635,ʌ,BR,ẽ,BR142
497,0.00860005305148658,oʊ,BR,ẽ,BR142
498,0.003929529269225851,u,BR,ẽ,BR142
499,0.00779812321998173,ʊ,BR,ẽ,BR142
500,0.01823228430002924,i,BR,ẽ,BR144
501,0.03676417134702202,ɪ,BR,ẽ,BR144
502,0.05591604560613626,eɪ,BR,ẽ,BR144
503,0.10341746285557743,ɛ,BR,ẽ,BR144
504,0.6810941308736801,æ,BR,ẽ,BR144
505,0.0652057975530624,ɑ,BR,ẽ,BR144
506,0.02243865523487323,ʌ,BR,ẽ,BR144
507,0.00855031358078116,oʊ,BR,ẽ,BR144
508,0.0035900478949769795,u,BR,ẽ,BR144
509,0.00479111387394364,ʊ,BR,ẽ,BR144
510,0.0069987773662432695,i,BR,ẽ,BR146
511,0.009537762915715519,ɪ,BR,ẽ,BR146
512,0.08068246617913243,eɪ,BR,ẽ,BR146
513,0.03016168978065248,ɛ,BR,ẽ,BR146
514,0.8008480608463288,æ,BR,ẽ,BR146
515,0.053743866644799666,ɑ,BR,ẽ,BR146
516,0.00967544955201442,ʌ,BR,ẽ,BR146
517,0.00599392910953606,oʊ,BR,ẽ,BR146
518,0.00061547316290666,u,BR,ẽ,BR146
519,0.00174255144083869,ʊ,BR,ẽ,BR146
520,0.0054507825872860405,i,BR,ẽ,BR257
521,0.014995387941598862,ɪ,BR,ẽ,BR257
522,0.11337145268917079,eɪ,BR,ẽ,BR257
523,0.11297783777117724,ɛ,BR,ẽ,BR257
524,0.7178678691387177,æ,BR,ẽ,BR257
525,0.01981792701408263,ɑ,BR,ẽ,BR257
526,0.010154110612347677,ʌ,BR,ẽ,BR257
527,0.0033273464534431195,oʊ,BR,ẽ,BR257
528,0.0005328829880454102,u,BR,ẽ,BR257
529,0.00150437926640729,ʊ,BR,ẽ,BR257
530,0.13265002891421313,i,BR,ẽ,BR300
531,0.23745181560516357,ɪ,BR,ẽ,BR300
532,0.18824558109045025,eɪ,BR,ẽ,BR300
533,0.2511145964264869,ɛ,BR,ẽ,BR300
534,0.02361678518354888,æ,BR,ẽ,BR300
535,0.00850189113989468,ɑ,BR,ẽ,BR300
536,0.04526762068271631,ʌ,BR,ẽ,BR300
537,0.02602028585970397,oʊ,BR,ẽ,BR300
538,0.04395576938986774,u,BR,ẽ,BR300
539,0.043175634369254055,ʊ,BR,ẽ,BR300
540,0.10809274390339847,i,BR,ẽ,BR545
541,0.331374979019165,ɪ,BR,ẽ,BR545
542,0.05605769604444496,eɪ,BR,ẽ,BR545
543,0.17094708830118174,ɛ,BR,ẽ,BR545
544,0.04053848646581169,æ,BR,ẽ,BR545
545,0.02508704029023643,ɑ,BR,ẽ,BR545
