,language,vowel,file,probabilities,classification
8679,BR,i,BR992,0.006906673,o
8680,BR,i,BR992,0.0013517289,ɔ
8681,BR,i,BR992,0.007924341,ɔ̃
8682,BR,i,BR992,0.01682351,u
7826,BR,ĩ,BR1025,0.48462355,i
7827,BR,ĩ,BR1025,0.34126675,y
7828,BR,ĩ,BR1025,0.055486295,e
7829,BR,ĩ,BR1025,0.040308245,ɛ
7838,BR,ĩ,BR1025,0.0005277475,ɛ̃
7830,BR,ĩ,BR1025,0.004375299,ø
7831,BR,ĩ,BR1025,0.0042585824,œ
7832,BR,ĩ,BR1025,0.055993203,a
7833,BR,ĩ,BR1025,0.002474627,ɑ̃
7834,BR,ĩ,BR1025,0.0029796911,o
7835,BR,ĩ,BR1025,0.00016121934,ɔ
7836,BR,ĩ,BR1025,0.002528831,ɔ̃
7837,BR,ĩ,BR1025,0.005015999,u
1417,BR,ĩ,BR1029,0.7277723,i
1418,BR,ĩ,BR1029,0.18047261,y
1419,BR,ĩ,BR1029,0.007357495,e
1420,BR,ĩ,BR1029,0.017122356,ɛ
1429,BR,ĩ,BR1029,0.0003283965,ɛ̃
1421,BR,ĩ,BR1029,0.0028019801,ø
1422,BR,ĩ,BR1029,0.003568508,œ
1423,BR,ĩ,BR1029,0.04632092,a
1424,BR,ĩ,BR1029,0.0031782584,ɑ̃
1425,BR,ĩ,BR1029,0.002728732,o
1426,BR,ĩ,BR1029,0.00029356533,ɔ
1427,BR,ĩ,BR1029,0.0028855477,ɔ̃
1428,BR,ĩ,BR1029,0.005169224,u
3172,BR,ĩ,BR154,0.3799122,i
3173,BR,ĩ,BR154,0.37803861,y
3174,BR,ĩ,BR154,0.0036770941,e
3175,BR,ĩ,BR154,0.012019989,ɛ
3184,BR,ĩ,BR154,0.00021829392,ɛ̃
3176,BR,ĩ,BR154,0.0035941072,ø
3177,BR,ĩ,BR154,0.0016964931,œ
3178,BR,ĩ,BR154,0.003677543,a
3179,BR,ĩ,BR154,0.0049695596,ɑ̃
3180,BR,ĩ,BR154,0.0011678332,o
3181,BR,ĩ,BR154,0.00092903426,ɔ
3182,BR,ĩ,BR154,0.20762907,ɔ̃
3183,BR,ĩ,BR154,0.0024700405,u
2938,BR,ĩ,BR158,0.36708918,i
2939,BR,ĩ,BR158,0.17487802,y
2940,BR,ĩ,BR158,0.012103509,e
2941,BR,ĩ,BR158,0.085996866,ɛ
2950,BR,ĩ,BR158,0.001587538,ɛ̃
2942,BR,ĩ,BR158,0.077824585,ø
2943,BR,ĩ,BR158,0.0743923,œ
2944,BR,ĩ,BR158,0.13655305,a
2945,BR,ĩ,BR158,0.012671988,ɑ̃
2946,BR,ĩ,BR158,0.019304793,o
2947,BR,ĩ,BR158,0.0029855266,ɔ
2948,BR,ĩ,BR158,0.020788273,ɔ̃
2949,BR,ĩ,BR158,0.01382433,u
10790,BR,ĩ,BR159,0.3506699,i
10791,BR,ĩ,BR159,0.29326403,y
10792,BR,ĩ,BR159,0.12180377,e
10793,BR,ĩ,BR159,0.0131561095,ɛ
10802,BR,ĩ,BR159,0.003336756,ɛ̃
10794,BR,ĩ,BR159,0.05563324,ø
10795,BR,ĩ,BR159,0.11093743,œ
10796,BR,ĩ,BR159,0.021824885,a
10797,BR,ĩ,BR159,0.018690616,ɑ̃
10798,BR,ĩ,BR159,0.0037863518,o
10799,BR,ĩ,BR159,0.00063659786,ɔ
10800,BR,ĩ,BR159,0.004794291,ɔ̃
10801,BR,ĩ,BR159,0.0014661081,u
4810,BR,ĩ,BR264,0.06754234,i
4811,BR,ĩ,BR264,0.12039989,y
4812,BR,ĩ,BR264,0.033897188,e
4813,BR,ĩ,BR264,0.0908521,ɛ
4822,BR,ĩ,BR264,0.0040760874,ɛ̃
4814,BR,ĩ,BR264,0.028604465,ø
4815,BR,ĩ,BR264,0.008411453,œ
4816,BR,ĩ,BR264,0.51458657,a
4817,BR,ĩ,BR264,0.0541312,ɑ̃
4818,BR,ĩ,BR264,0.020651491,o
4819,BR,ĩ,BR264,0.0020688148,ɔ
4820,BR,ĩ,BR264,0.033285208,ɔ̃
4821,BR,ĩ,BR264,0.021493169,u
9308,BR,ĩ,BR411,0.011770885,i
9309,BR,ĩ,BR411,0.7038114,y
9310,BR,ĩ,BR411,0.007045897,e
9311,BR,ĩ,BR411,0.005816351,ɛ
9320,BR,ĩ,BR411,0.00025047216,ɛ̃
9312,BR,ĩ,BR411,0.093448125,ø
9313,BR,ĩ,BR411,0.0027893533,œ
9314,BR,ĩ,BR411,0.013867798,a
9315,BR,ĩ,BR411,0.0036198401,ɑ̃
9316,BR,ĩ,BR411,0.14604862,o
9317,BR,ĩ,BR411,0.00025212867,ɔ
9318,BR,ĩ,BR411,0.0025770548,ɔ̃
9319,BR,ĩ,BR411,0.008702115,u
9113,BR,ĩ,BR417,0.030406972,i
9114,BR,ĩ,BR417,0.09306743,y
9115,BR,ĩ,BR417,0.027954144,e
9116,BR,ĩ,BR417,0.048021175,ɛ
9125,BR,ĩ,BR417,0.00054875755,ɛ̃
9117,BR,ĩ,BR417,0.021393977,ø
9118,BR,ĩ,BR417,0.025373433,œ
9119,BR,ĩ,BR417,0.65155977,a
9120,BR,ĩ,BR417,0.0055894745,ɑ̃
9121,BR,ĩ,BR417,0.028648512,o
9122,BR,ĩ,BR417,0.0003119673,ɔ
9123,BR,ĩ,BR417,0.020538,ɔ̃
9124,BR,ĩ,BR417,0.04658635,u
1118,BR,ĩ,BR504,0.76074076,i
1119,BR,ĩ,BR504,0.08797617,y
1120,BR,ĩ,BR504,0.068173856,e
1121,BR,ĩ,BR504,0.0482688,ɛ
1130,BR,ĩ,BR504,0.00016223485,ɛ̃
1122,BR,ĩ,BR504,0.0068883034,ø
1123,BR,ĩ,BR504,0.0031924283,œ
1124,BR,ĩ,BR504,0.0059682475,a
1125,BR,ĩ,BR504,0.0057001575,ɑ̃
1126,BR,ĩ,BR504,0.006491929,o
1127,BR,ĩ,BR504,0.00037188095,ɔ
1128,BR,ĩ,BR504,0.0022688888,ɔ̃
1129,BR,ĩ,BR504,0.0037961965,u
4134,BR,ĩ,BR510,0.14346986,i
4135,BR,ĩ,BR510,0.451171,y
4136,BR,ĩ,BR510,0.03132724,e
4137,BR,ĩ,BR510,0.063644946,ɛ
4146,BR,ĩ,BR510,0.0009656898,ɛ̃
4138,BR,ĩ,BR510,0.0023767943,ø
4139,BR,ĩ,BR510,0.0029647464,œ
4140,BR,ĩ,BR510,0.24858308,a
4141,BR,ĩ,BR510,0.015907884,ɑ̃
4142,BR,ĩ,BR510,0.004460538,o
4143,BR,ĩ,BR510,0.000957707,ɔ
4144,BR,ĩ,BR510,0.01355658,ɔ̃
4145,BR,ĩ,BR510,0.02061399,u
11375,BR,ĩ,BR559,0.18878478,i
11376,BR,ĩ,BR559,0.61033535,y
11377,BR,ĩ,BR559,0.02082788,e
11378,BR,ĩ,BR559,0.010304572,ɛ
11387,BR,ĩ,BR559,0.00038431538,ɛ̃
11379,BR,ĩ,BR559,0.0137954075,ø
11380,BR,ĩ,BR559,0.029679276,œ
11381,BR,ĩ,BR559,0.071238175,a
11382,BR,ĩ,BR559,0.0022109076,ɑ̃
11383,BR,ĩ,BR559,0.009835392,o
11384,BR,ĩ,BR559,0.00051491667,ɔ
11385,BR,ĩ,BR559,0.0029104433,ɔ̃
11386,BR,ĩ,BR559,0.039178513,u
4693,BR,ĩ,BR648,0.7953338,i
4694,BR,ĩ,BR648,0.07744742,y
4695,BR,ĩ,BR648,0.015792126,e
4696,BR,ĩ,BR648,0.03865293,ɛ
4705,BR,ĩ,BR648,0.00023385747,ɛ̃
4697,BR,ĩ,BR648,0.0042129424,ø
4698,BR,ĩ,BR648,0.0019176155,œ
4699,BR,ĩ,BR648,0.028716529,a
4700,BR,ĩ,BR648,0.0054751285,ɑ̃
4701,BR,ĩ,BR648,0.010844488,o
4702,BR,ĩ,BR648,0.00026614606,ɔ
4703,BR,ĩ,BR648,0.015200122,ɔ̃
4704,BR,ĩ,BR648,0.0059068515,u
4381,BR,ĩ,BR687,0.99076194,i
4382,BR,ĩ,BR687,0.0021680768,y
4383,BR,ĩ,BR687,0.0013067641,e
4384,BR,ĩ,BR687,0.0012035535,ɛ
4393,BR,ĩ,BR687,1.5684951e-05,ɛ̃
4385,BR,ĩ,BR687,0.0011736657,ø
4386,BR,ĩ,BR687,5.5876757e-05,œ
4387,BR,ĩ,BR687,0.00076966186,a
4388,BR,ĩ,BR687,0.00045645508,ɑ̃
4389,BR,ĩ,BR687,0.0010139886,o
4390,BR,ĩ,BR687,8.471731e-06,ɔ
4391,BR,ĩ,BR687,0.00083919073,ɔ̃
4392,BR,ĩ,BR687,0.00022667996,u
6370,BR,ĩ,BR848,0.94434595,i
6371,BR,ĩ,BR848,0.009360885,y
6372,BR,ĩ,BR848,0.004241228,e
6373,BR,ĩ,BR848,0.012675888,ɛ
6382,BR,ĩ,BR848,4.57862e-05,ɛ̃
6374,BR,ĩ,BR848,0.0020497977,ø
6375,BR,ĩ,BR848,0.0007272291,œ
6376,BR,ĩ,BR848,0.009190482,a
6377,BR,ĩ,BR848,0.00035598408,ɑ̃
6378,BR,ĩ,BR848,0.008865955,o
6379,BR,ĩ,BR848,3.3214907e-05,ɔ
6380,BR,ĩ,BR848,0.004483733,ɔ̃
6381,BR,ĩ,BR848,0.0036237314,u
455,BR,ĩ,BR850,0.7126926,i
456,BR,ĩ,BR850,0.029380452,y
457,BR,ĩ,BR850,0.015570543,e
458,BR,ĩ,BR850,0.017846268,ɛ
467,BR,ĩ,BR850,0.00020708487,ɛ̃
459,BR,ĩ,BR850,0.006707852,ø
460,BR,ĩ,BR850,0.005544398,œ
461,BR,ĩ,BR850,0.030805487,a
462,BR,ĩ,BR850,0.004867595,ɑ̃
463,BR,ĩ,BR850,0.08870985,o
464,BR,ĩ,BR850,0.0004411634,ɔ
465,BR,ĩ,BR850,0.075218186,ɔ̃
466,BR,ĩ,BR850,0.012008506,u
3016,BR,ĩ,BR880,0.4391328,i
3017,BR,ĩ,BR880,0.29862297,y
3018,BR,ĩ,BR880,0.02662265,e
3019,BR,ĩ,BR880,0.039863013,ɛ
3028,BR,ĩ,BR880,0.0008357044,ɛ̃
3020,BR,ĩ,BR880,0.0069542653,ø
3021,BR,ĩ,BR880,0.0037588787,œ
3022,BR,ĩ,BR880,0.09049305,a
3023,BR,ĩ,BR880,0.02281051,ɑ̃
3024,BR,ĩ,BR880,0.015203423,o
3025,BR,ĩ,BR880,0.0029624677,ɔ
3026,BR,ĩ,BR880,0.032838486,ɔ̃
3027,BR,ĩ,BR880,0.019901752,u
2756,BR,e,BR1014,0.08551767,i
2757,BR,e,BR1014,0.2000152,y
2758,BR,e,BR1014,0.22485569,e
2759,BR,e,BR1014,0.24553537,ɛ
2768,BR,e,BR1014,0.0017777899,ɛ̃
2760,BR,e,BR1014,0.030124146,ø
2761,BR,e,BR1014,0.026079824,œ
2762,BR,e,BR1014,0.13648596,a
2763,BR,e,BR1014,0.0065554883,ɑ̃
2764,BR,e,BR1014,0.0044987844,o
2765,BR,e,BR1014,0.0005996612,ɔ
2766,BR,e,BR1014,0.017487803,ɔ̃
2767,BR,e,BR1014,0.020466542,u
2808,BR,e,BR283,0.13928829,i
2809,BR,e,BR283,0.090481855,y
2810,BR,e,BR283,0.06492548,e
2811,BR,e,BR283,0.031088904,ɛ
2820,BR,e,BR283,0.00045748046,ɛ̃
2812,BR,e,BR283,0.0046937224,ø
2813,BR,e,BR283,0.0012329799,œ
2814,BR,e,BR283,0.28635976,a
2815,BR,e,BR283,0.06542671,ɑ̃
2816,BR,e,BR283,0.20016773,o
2817,BR,e,BR283,0.0030496065,ɔ
2818,BR,e,BR283,0.08940042,ɔ̃
2819,BR,e,BR283,0.023427065,u
6929,BR,e,BR288,0.25526974,i
6930,BR,e,BR288,0.13459982,y
6931,BR,e,BR288,0.22141701,e
6932,BR,e,BR288,0.025215035,ɛ
6941,BR,e,BR288,0.0011040237,ɛ̃
6933,BR,e,BR288,0.018805822,ø
6934,BR,e,BR288,0.006444607,œ
6935,BR,e,BR288,0.07644965,a
6936,BR,e,BR288,0.018247262,ɑ̃
6937,BR,e,BR288,0.10522388,o
6938,BR,e,BR288,0.0007495774,ɔ
6939,BR,e,BR288,0.10137828,ɔ̃
6940,BR,e,BR288,0.035095323,u
9984,BR,e,BR320,0.16091977,i
9985,BR,e,BR320,0.20902242,y
9986,BR,e,BR320,0.06893249,e
9987,BR,e,BR320,0.21614508,ɛ
9996,BR,e,BR320,0.0005864563,ɛ̃
9988,BR,e,BR320,0.0014893649,ø
9989,BR,e,BR320,0.0021957713,œ
9990,BR,e,BR320,0.16871454,a
9991,BR,e,BR320,0.010512588,ɑ̃
9992,BR,e,BR320,0.041616175,o
9993,BR,e,BR320,0.0016009791,ɔ
9994,BR,e,BR320,0.0655634,ɔ̃
9995,BR,e,BR320,0.052700974,u
11310,BR,e,BR323,0.022986097,i
11311,BR,e,BR323,0.15511881,y
11312,BR,e,BR323,0.36444598,e
11313,BR,e,BR323,0.15744622,ɛ
11322,BR,e,BR323,0.00038572337,ɛ̃
11314,BR,e,BR323,0.0030422937,ø
11315,BR,e,BR323,0.0027050464,œ
11316,BR,e,BR323,0.09434884,a
11317,BR,e,BR323,0.021345777,ɑ̃
11318,BR,e,BR323,0.063007355,o
11319,BR,e,BR323,0.0024172517,ɔ
11320,BR,e,BR323,0.07897588,ɔ̃
11321,BR,e,BR323,0.03377484,u
2431,BR,e,BR489,0.3180526,i
2432,BR,e,BR489,0.16453084,y
2433,BR,e,BR489,0.075201385,e
2434,BR,e,BR489,0.18476132,ɛ
2443,BR,e,BR489,0.002396484,ɛ̃
2435,BR,e,BR489,0.0015344021,ø
2436,BR,e,BR489,0.007122121,œ
2437,BR,e,BR489,0.18219133,a
2438,BR,e,BR489,0.010046253,ɑ̃
2439,BR,e,BR489,0.0029869357,o
2440,BR,e,BR489,0.0013378394,ɔ
2441,BR,e,BR489,0.007777607,ɔ̃
2442,BR,e,BR489,0.042060748,u
11609,BR,e,BR490,0.115105264,i
11610,BR,e,BR490,0.24807478,y
11611,BR,e,BR490,0.19506109,e
11612,BR,e,BR490,0.3420296,ɛ
11621,BR,e,BR490,0.00038950692,ɛ̃
11613,BR,e,BR490,0.009026201,ø
11614,BR,e,BR490,0.019490108,œ
11615,BR,e,BR490,0.032695618,a
11616,BR,e,BR490,0.0053917654,ɑ̃
11617,BR,e,BR490,0.009537643,o
11618,BR,e,BR490,0.00021745583,ɔ
11619,BR,e,BR490,0.009335488,ɔ̃
11620,BR,e,BR490,0.013645376,u
3861,BR,e,BR636,0.12246085,i
3862,BR,e,BR636,0.6676167,y
3863,BR,e,BR636,0.029263292,e
3864,BR,e,BR636,0.07714322,ɛ
3873,BR,e,BR636,0.0017805021,ɛ̃
3865,BR,e,BR636,0.0021626912,ø
3866,BR,e,BR636,0.013349145,œ
3867,BR,e,BR636,0.062535435,a
3868,BR,e,BR636,0.0035314546,ɑ̃
3869,BR,e,BR636,0.00092891377,o
3870,BR,e,BR636,0.0004988075,ɔ
3871,BR,e,BR636,0.0019930943,ɔ̃
3872,BR,e,BR636,0.016735915,u
6591,BR,e,BR637,0.33177817,i
6592,BR,e,BR637,0.17941839,y
6593,BR,e,BR637,0.13570516,e
6594,BR,e,BR637,0.13597877,ɛ
6603,BR,e,BR637,0.0003052692,ɛ̃
6595,BR,e,BR637,0.025761046,ø
6596,BR,e,BR637,0.013956545,œ
6597,BR,e,BR637,0.04302593,a
6598,BR,e,BR637,0.03901568,ɑ̃
6599,BR,e,BR637,0.06038811,o
6600,BR,e,BR637,0.00062959135,ɔ
6601,BR,e,BR637,0.022857876,ɔ̃
6602,BR,e,BR637,0.011179544,u
8827,BR,e,BR751,0.1679809,i
8828,BR,e,BR751,0.05223216,y
8829,BR,e,BR751,0.058704693,e
8830,BR,e,BR751,0.61190367,ɛ
8839,BR,e,BR751,0.0004129158,ɛ̃
8831,BR,e,BR751,0.011970339,ø
8832,BR,e,BR751,0.009044514,œ
8833,BR,e,BR751,0.051566955,a
8834,BR,e,BR751,0.002926126,ɑ̃
8835,BR,e,BR751,0.010768851,o
8836,BR,e,BR751,0.00066347216,ɔ
8837,BR,e,BR751,0.006168199,ɔ̃
8838,BR,e,BR751,0.015657116,u
9217,BR,e,BR81,0.017939141,i
9218,BR,e,BR81,0.005203092,y
9219,BR,e,BR81,0.10887578,e
9220,BR,e,BR81,0.6229335,ɛ
9229,BR,e,BR81,0.00041326118,ɛ̃
9221,BR,e,BR81,0.0010646804,ø
9222,BR,e,BR81,0.010748626,œ
9223,BR,e,BR81,0.2174657,a
9224,BR,e,BR81,0.0014156471,ɑ̃
9225,BR,e,BR81,0.0022624738,o
9226,BR,e,BR81,0.0009936943,ɔ
9227,BR,e,BR81,0.008829984,ɔ̃
9228,BR,e,BR81,0.0018543705,u
10491,BR,e,BR815,0.04456558,i
10492,BR,e,BR815,0.023710532,y
10493,BR,e,BR815,0.15057951,e
10494,BR,e,BR815,0.70559883,ɛ
10503,BR,e,BR815,5.495617e-05,ɛ̃
10495,BR,e,BR815,0.047031865,ø
10496,BR,e,BR815,0.0016926088,œ
10497,BR,e,BR815,0.015040089,a
10498,BR,e,BR815,0.0013000275,ɑ̃
10499,BR,e,BR815,0.0013367998,o
10500,BR,e,BR815,0.00027411032,ɔ
10501,BR,e,BR815,0.007184013,ɔ̃
10502,BR,e,BR815,0.0016309482,u
11635,BR,e,BR818,0.10024722,i
11636,BR,e,BR818,0.006264339,y
11637,BR,e,BR818,0.076338574,e
11638,BR,e,BR818,0.7994086,ɛ
11647,BR,e,BR818,0.00017931816,ɛ̃
11639,BR,e,BR818,0.0004317401,ø
11640,BR,e,BR818,0.00020157591,œ
11641,BR,e,BR818,0.0039050789,a
11642,BR,e,BR818,0.0007447971,ɑ̃
11643,BR,e,BR818,0.00070412754,o
11644,BR,e,BR818,5.1128387e-05,ɔ
11645,BR,e,BR818,0.009245671,ɔ̃
11646,BR,e,BR818,0.0022776735,u
6461,BR,e,BR82,0.010356268,i
6462,BR,e,BR82,0.0003799305,y
6463,BR,e,BR82,0.7053699,e
6464,BR,e,BR82,0.2133213,ɛ
6473,BR,e,BR82,5.640274e-05,ɛ̃
6465,BR,e,BR82,0.0014554451,ø
6466,BR,e,BR82,0.00090249366,œ
6467,BR,e,BR82,0.018586414,a
6468,BR,e,BR82,0.0017879348,ɑ̃
6469,BR,e,BR82,0.031240582,o
6470,BR,e,BR82,0.00038560748,ɔ
6471,BR,e,BR82,0.015847424,ɔ̃
6472,BR,e,BR82,0.00031033639,u
5928,BR,e,BR931,0.0041426714,i
5929,BR,e,BR931,0.0031198082,y
