Unnamed: 0,probabilities,classification,language,vowel,file
7367,0.18405276015400887,ɪ,BR,ĩ,BR510
7360,0.016954492684453683,eɪ,BR,ĩ,BR510
7366,0.006090636202134141,ɛ,BR,ĩ,BR510
7364,0.00132062210468571,æ,BR,ĩ,BR510
7365,0.00030833621567574,ɑ,BR,ĩ,BR510
7369,0.00231278457213189,ʌ,BR,ĩ,BR510
7362,0.0031827799044549,oʊ,BR,ĩ,BR510
7363,0.0592146255075931,u,BR,ĩ,BR510
7368,0.01132810199633236,ʊ,BR,ĩ,BR510
7061,0.03936792518943544,i,BR,ĩ,BR559
7067,0.8352465033531189,ɪ,BR,ĩ,BR559
7060,0.013662983197718827,eɪ,BR,ĩ,BR559
7066,0.04134008511900897,ɛ,BR,ĩ,BR559
7064,0.00110666336840945,æ,BR,ĩ,BR559
7065,2.3990392674022586e-05,ɑ,BR,ĩ,BR559
7069,0.0027512028114869604,ʌ,BR,ĩ,BR559
7062,0.0008685198699822001,oʊ,BR,ĩ,BR559
7063,0.050980973243713326,u,BR,ĩ,BR559
7068,0.01465115179307754,ʊ,BR,ĩ,BR559
8041,0.43254158198833464,i,BR,ĩ,BR648
8047,0.454325470328331,ɪ,BR,ĩ,BR648
8040,0.013181920070201119,eɪ,BR,ĩ,BR648
8046,0.018442375026643233,ɛ,BR,ĩ,BR648
8044,0.0003462286906142035,æ,BR,ĩ,BR648
8045,6.252281946216559e-05,ɑ,BR,ĩ,BR648
8049,0.0018840816686860802,ʌ,BR,ĩ,BR648
8042,0.00204332370194601,oʊ,BR,ĩ,BR648
8043,0.057663338258862454,u,BR,ĩ,BR648
8048,0.019509144499897914,ʊ,BR,ĩ,BR648
8161,0.587635201215744,i,BR,ĩ,BR687
8167,0.2828330650925636,ɪ,BR,ĩ,BR687
8160,0.06380655206739898,eɪ,BR,ĩ,BR687
8166,0.03234924040734762,ɛ,BR,ĩ,BR687
8164,0.0023718998301773798,æ,BR,ĩ,BR687
8165,0.0004183037977781699,ɑ,BR,ĩ,BR687
8169,0.0008970552182290299,ʌ,BR,ĩ,BR687
8162,0.00816386314108964,oʊ,BR,ĩ,BR687
8163,0.016678518895059773,u,BR,ĩ,BR687
8168,0.00484627266414458,ʊ,BR,ĩ,BR687
8021,0.2145843207836151,i,BR,ĩ,BR848
8027,0.5243811339139939,ɪ,BR,ĩ,BR848
8020,0.037201648019254165,eɪ,BR,ĩ,BR848
8026,0.10939916484057902,ɛ,BR,ĩ,BR848
8024,0.00680447879713023,æ,BR,ĩ,BR848
8025,0.0013174894076655199,ɑ,BR,ĩ,BR848
8029,0.011575826024636571,ʌ,BR,ĩ,BR848
8022,0.00861253506736825,oʊ,BR,ĩ,BR848
8023,0.06479931063950059,u,BR,ĩ,BR848
8028,0.021324076224118433,ʊ,BR,ĩ,BR848
7671,0.3056716412305832,i,BR,ĩ,BR850
7677,0.4262585073709488,ɪ,BR,ĩ,BR850
7670,0.024847683776169964,eɪ,BR,ĩ,BR850
7676,0.043348347954452,ɛ,BR,ĩ,BR850
7674,0.00591540106106544,æ,BR,ĩ,BR850
7675,0.0009411204962816,ɑ,BR,ĩ,BR850
7679,0.00627465830184514,ʌ,BR,ĩ,BR850
7672,0.014042544085532372,oʊ,BR,ĩ,BR850
7673,0.14178062677383418,u,BR,ĩ,BR850
7678,0.03091949317604299,ʊ,BR,ĩ,BR850
6971,0.9230651378631591,i,BR,ĩ,BR880
6977,0.031993994116783116,ɪ,BR,ĩ,BR880
6970,0.036458706483244854,eɪ,BR,ĩ,BR880
6976,0.0014614553423598,ɛ,BR,ĩ,BR880
6974,0.00029572452913267006,æ,BR,ĩ,BR880
6975,7.138014734664367e-05,ɑ,BR,ĩ,BR880
6979,0.00057563901937096,ʌ,BR,ĩ,BR880
6972,0.00084175815572958,oʊ,BR,ĩ,BR880
6973,0.0030296642100437897,u,BR,ĩ,BR880
6978,0.00220658261096098,ʊ,BR,ĩ,BR880
8061,0.4465939074754715,i,BR,e,BR1014
8067,0.2668873488903046,ɪ,BR,e,BR1014
8060,0.14656843319535254,eɪ,BR,e,BR1014
8066,0.11331252679228779,ɛ,BR,e,BR1014
8064,0.0015602502811816001,æ,BR,e,BR1014
8065,0.00013543995883082198,ɑ,BR,e,BR1014
8069,0.0032646015519275902,ʌ,BR,e,BR1014
8062,0.0006903320201672201,oʊ,BR,e,BR1014
8063,0.0132170600816607,u,BR,e,BR1014
8068,0.007770130923017819,ʊ,BR,e,BR1014
7181,0.02306248592212791,i,BR,e,BR283
7187,0.25324501991271975,ɪ,BR,e,BR283
7180,0.00158523490536022,eɪ,BR,e,BR283
7186,0.0377532073296606,ɛ,BR,e,BR283
7184,0.00611673190724102,æ,BR,e,BR283
7185,0.00600463377777482,ɑ,BR,e,BR283
7189,0.12014314830303188,ʌ,BR,e,BR283
7182,0.02251629652455443,oʊ,BR,e,BR283
7183,0.24267890304327006,u,BR,e,BR283
7188,0.28689436465501783,ʊ,BR,e,BR283
8011,0.424031537771225,i,BR,e,BR288
8017,0.2045697696506977,ɪ,BR,e,BR288
8010,0.012773364968597841,eɪ,BR,e,BR288
8016,0.01072253969032312,ɛ,BR,e,BR288
8014,0.00024916523252609997,æ,BR,e,BR288
8015,0.00039514926465920993,ɑ,BR,e,BR288
8019,0.01136175701394672,ʌ,BR,e,BR288
8012,0.0035173967014997696,oʊ,BR,e,BR288
8013,0.19819694459438322,u,BR,e,BR288
8018,0.13418236598372454,ʊ,BR,e,BR288
7621,0.07313297577202314,i,BR,e,BR320
7627,0.3027993395924568,ɪ,BR,e,BR320
7620,0.0007457647338014381,eɪ,BR,e,BR320
7626,0.00276647359132761,ɛ,BR,e,BR320
7624,9.246913832609325e-05,æ,BR,e,BR320
7625,7.780925152471668e-05,ɑ,BR,e,BR320
7629,0.016073591448366592,ʌ,BR,e,BR320
7622,0.005248510092496829,oʊ,BR,e,BR320
7623,0.23809775114059448,u,BR,e,BR320
7628,0.360965296626091,ʊ,BR,e,BR320
7931,0.017813111585564867,i,BR,e,BR323
7937,0.12292495071887966,ɪ,BR,e,BR323
7930,0.0003174029780893587,eɪ,BR,e,BR323
7936,0.00470589700853448,ɛ,BR,e,BR323
7934,0.0004110676491108879,æ,BR,e,BR323
7935,0.00020706455397881147,ɑ,BR,e,BR323
7939,0.0866664823144674,ʌ,BR,e,BR323
7932,0.00688096783123905,oʊ,BR,e,BR323
7933,0.1830097571015358,u,BR,e,BR323
7938,0.5770633071660995,ʊ,BR,e,BR323
8241,0.05254529900848861,i,BR,e,BR489
8247,0.5284159570932389,ɪ,BR,e,BR489
8240,0.14740209504961962,eɪ,BR,e,BR489
8246,0.1850119076669216,ɛ,BR,e,BR489
8244,0.0015331714879720998,æ,BR,e,BR489
8245,0.00022500039049186998,ɑ,BR,e,BR489
8249,0.00396747700870031,ʌ,BR,e,BR489
8242,0.0008318571897688798,oʊ,BR,e,BR489
8243,0.036561315879225675,u,BR,e,BR489
8248,0.043505937047302656,ʊ,BR,e,BR489
8211,0.030989210493862586,i,BR,e,BR490
8217,0.8435890734195709,ɪ,BR,e,BR490
8210,0.013153036218136502,eɪ,BR,e,BR490
8216,0.0879541311413049,ɛ,BR,e,BR490
8214,0.00030626480584028,æ,BR,e,BR490
8215,1.8178388290834847e-05,ɑ,BR,e,BR490
8219,0.00208807510789478,ʌ,BR,e,BR490
8212,0.0006781698844860701,oʊ,BR,e,BR490
8213,0.01320858944673085,u,BR,e,BR490
8218,0.00801528352312739,ʊ,BR,e,BR490
7271,0.7717667400836945,i,BR,e,BR636
7277,0.13787433840334412,ɪ,BR,e,BR636
7270,0.03850840702652927,eɪ,BR,e,BR636
7276,0.00399183675181116,ɛ,BR,e,BR636
7274,0.0005187297923839099,æ,BR,e,BR636
7275,0.0001930398808326,ɑ,BR,e,BR636
7279,0.00132607711711894,ʌ,BR,e,BR636
7272,0.0030949038919060802,oʊ,BR,e,BR636
7273,0.02796404082328078,u,BR,e,BR636
7278,0.014761859457939803,ʊ,BR,e,BR636
7541,0.060686238855123475,i,BR,e,BR637
7547,0.6214837282896042,ɪ,BR,e,BR637
7540,0.11469563022255894,eɪ,BR,e,BR637
7546,0.07563432417809958,ɛ,BR,e,BR637
7544,0.00124958532978775,æ,BR,e,BR637
7545,0.0005085097116533999,ɑ,BR,e,BR637
7549,0.004173110181000031,ʌ,BR,e,BR637
7542,0.00276037853909651,oʊ,BR,e,BR637
7543,0.07334456369280812,u,BR,e,BR637
7548,0.04546391144394868,ʊ,BR,e,BR637
8421,0.05738706067204473,i,BR,e,BR751
8427,0.6515452444553376,ɪ,BR,e,BR751
8420,0.03515596296638246,eɪ,BR,e,BR751
8426,0.18544488847255702,ɛ,BR,e,BR751
8424,0.0008502463286276299,æ,BR,e,BR751
8425,5.374523716452685e-05,ɑ,BR,e,BR751
8429,0.004315970954485189,ʌ,BR,e,BR751
8422,0.0007300948753254,oʊ,BR,e,BR751
8423,0.03816041331738229,u,BR,e,BR751
8428,0.026356358639895862,ʊ,BR,e,BR751
8591,0.02818462289869782,i,BR,e,BR81
8597,0.1010706208646297,ɪ,BR,e,BR81
8590,0.6526088774204254,eɪ,BR,e,BR81
8596,0.19467872232198716,ɛ,BR,e,BR81
8594,0.008991553215309919,æ,BR,e,BR81
8595,0.0005547830747672799,ɑ,BR,e,BR81
8599,0.0036960544995963,ʌ,BR,e,BR81
8592,0.0013759360008406898,oʊ,BR,e,BR81
8593,0.00496282414533193,u,BR,e,BR81
8598,0.0038760307244956,ʊ,BR,e,BR81
8431,0.02967787031084295,i,BR,e,BR815
8437,0.8051922202110291,ɪ,BR,e,BR815
8430,0.023479285929351997,eɪ,BR,e,BR815
8436,0.10840326249599455,ɛ,BR,e,BR815
8434,0.00050528809661042,æ,BR,e,BR815
8435,0.0001274928934435466,ɑ,BR,e,BR815
8439,0.0072297596372663505,ʌ,BR,e,BR815
8432,0.00216134964721272,oʊ,BR,e,BR815
8433,0.00792757382150735,u,BR,e,BR815
8438,0.0152958977501839,ʊ,BR,e,BR815
7241,0.0876949857920408,i,BR,e,BR818
7247,0.752162766456604,ɪ,BR,e,BR818
7240,0.053193892538547484,eɪ,BR,e,BR818
7246,0.08412566855549805,ɛ,BR,e,BR818
7244,0.00196434516110452,æ,BR,e,BR818
7245,6.372719572025579e-05,ɑ,BR,e,BR818
7249,0.00351308209355916,ʌ,BR,e,BR818
7242,0.00059366368368496,oʊ,BR,e,BR818
7243,0.00889369142241771,u,BR,e,BR818
7248,0.00779418286401775,ʊ,BR,e,BR818
7091,0.20545729324221607,i,BR,e,BR82
7097,0.39222823083400726,ɪ,BR,e,BR82
7090,0.25295508503913877,eɪ,BR,e,BR82
7096,0.12692592442035672,ɛ,BR,e,BR82
7094,0.00818011504597955,æ,BR,e,BR82
7095,0.00079197029117491,ɑ,BR,e,BR82
7099,0.00377094480209047,ʌ,BR,e,BR82
7092,0.00239925552159543,oʊ,BR,e,BR82
7093,0.00358806892763818,u,BR,e,BR82
7098,0.0037030784646048705,ʊ,BR,e,BR82
7401,0.07171809747815126,i,BR,e,BR931
7407,0.5324173778295517,ɪ,BR,e,BR931
7400,0.01968399323523039,eɪ,BR,e,BR931
7406,0.28974772095680235,ɛ,BR,e,BR931
7404,0.0035504497354849605,æ,BR,e,BR931
7405,0.00026043979596574997,ɑ,BR,e,BR931
7409,0.00651530805043872,ʌ,BR,e,BR931
7402,0.00326640207786107,oʊ,BR,e,BR931
7403,0.05019210893660777,u,BR,e,BR931
7408,0.02264813333749766,ʊ,BR,e,BR931
6921,0.08557276129722591,i,BR,e,BR935
6927,0.7303623110055923,ɪ,BR,e,BR935
6920,0.07603199109435077,eɪ,BR,e,BR935
6926,0.04918268937617535,ɛ,BR,e,BR935
6924,0.00386972339474592,æ,BR,e,BR935
6925,0.0009957914648111399,ɑ,BR,e,BR935
6929,0.00458878006320442,ʌ,BR,e,BR935
6922,0.00499181183986361,oʊ,BR,e,BR935
6923,0.02960906424559649,u,BR,e,BR935
6928,0.01479509468190367,ʊ,BR,e,BR935
7251,0.1557790033519268,i,BR,ẽ,BR1023
7257,0.1125355120748281,ɪ,BR,ẽ,BR1023
7250,0.10325655937194819,eɪ,BR,ẽ,BR1023
7256,0.055342254415154425,ɛ,BR,ẽ,BR1023
7254,0.12576451376080514,æ,BR,ẽ,BR1023
7255,0.048180342465639056,ɑ,BR,ẽ,BR1023
7259,0.02065795548260208,ʌ,BR,ẽ,BR1023
7252,0.1349134862422943,oʊ,BR,ẽ,BR1023
7253,0.1365957163274288,u,BR,ẽ,BR1023
7258,0.10697465538978575,ʊ,BR,ẽ,BR1023
7531,0.01661675320938225,i,BR,ẽ,BR142
7537,0.14935828074812885,ɪ,BR,ẽ,BR142
7530,0.3472807168960571,eɪ,BR,ẽ,BR142
7536,0.24837343543767929,ɛ,BR,ẽ,BR142
7534,0.19328052103519439,æ,BR,ẽ,BR142
7535,0.013046535197645379,ɑ,BR,ẽ,BR142
7539,0.014396022586151918,ʌ,BR,ẽ,BR142
7532,0.008992445294279543,oʊ,BR,ẽ,BR142
7533,0.005046349600888729,u,BR,ẽ,BR142
7538,0.0036089296452700608,ʊ,BR,ẽ,BR142
6781,0.01587768131867046,i,BR,ẽ,BR144
6787,0.0888480961322784,ɪ,BR,ẽ,BR144
6780,0.2376600161194801,eɪ,BR,ẽ,BR144
6786,0.36595653295516967,ɛ,BR,ẽ,BR144
6784,0.25008541047573085,æ,BR,ẽ,BR144
6785,0.014103860640898299,ɑ,BR,ẽ,BR144
6789,0.012796495901420651,ʌ,BR,ẽ,BR144
6782,0.0059712582384235805,oʊ,BR,ẽ,BR144
6783,0.00422522352309893,u,BR,ẽ,BR144
6788,0.0044754406670108006,ʊ,BR,ẽ,BR144
8621,0.0940412383526563,i,BR,ẽ,BR146
8627,0.2075237363576889,ɪ,BR,ẽ,BR146
8620,0.14235048070549963,eɪ,BR,ẽ,BR146
8626,0.23094262331724166,ɛ,BR,ẽ,BR146
8624,0.28118937015533446,æ,BR,ẽ,BR146
8625,0.01018679561093445,ɑ,BR,ẽ,BR146
8629,0.00610172916203733,ʌ,BR,ẽ,BR146
8622,0.0034368923399597006,oʊ,BR,ẽ,BR146
8623,0.013076331978663749,u,BR,ẽ,BR146
8628,0.01115080229938024,ʊ,BR,ẽ,BR146
6751,0.015924518276005953,i,BR,ẽ,BR257
